,T.NAGAR,SAIDAPET  ,GUINDY    ,CONCORDE  ,JN.OF R.C ,GURUNANAK ,VELACHERY ,TARAMANI  ,ANNA UNIVE,WPTC      ,SRP TOOLS ,KANDANCHAV,THORAIPAKK,MOOTAIKARA,KARAPAKKAM,SHOZHINGAN,KUMARAN NA,NUCLEUS CO,PERUMBAKKA,CHEMMANCHE,NAVALUR   ,CHURCH    ,SIRUCHERI ,PAL. CHEMI,HINDUSTAN ,KELAMBAKKA,CHENGAMMAL,KALAVAKKAM,THIRUPPORU,TripStartDate,Depot,Source,Destination,Direction,Schedule_Name,Route,Service_type,ETMNO,FLEETNO,TripNo,TripStartTime,TripEndTime,First_Ticket_Stage
SAIDAPET  ,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,8.25,11.333333333333334,17.633333333333333,20.45,26.966666666666665,-2.0,40.78333333333333,45.416666666666664,51.95,-2.0,-2.0,-2.0,-2.0,61.016666666666666,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,2020-06-23 18:19:35
GUINDY    ,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
CONCORDE  ,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
JN.OF R.C ,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
GURUNANAK ,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
VELACHERY ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
TARAMANI  ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
ANNA UNIVE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.0833333333333335,9.383333333333333,12.2,18.716666666666665,-2.0,32.53333333333333,37.166666666666664,43.7,-2.0,-2.0,-2.0,-2.0,52.766666666666666,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,2020-06-23 18:27:50
WPTC      ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.3,9.116666666666667,15.633333333333333,-2.0,29.45,34.083333333333336,40.61666666666667,-2.0,-2.0,-2.0,-2.0,49.68333333333333,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,2020-06-23 18:30:55
SRP TOOLS ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.816666666666667,9.333333333333334,-2.0,23.15,27.783333333333335,34.31666666666667,-2.0,-2.0,-2.0,-2.0,43.38333333333333,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,2020-06-23 18:37:13
KANDANCHAV,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.516666666666667,-2.0,20.333333333333332,24.966666666666665,31.5,-2.0,-2.0,-2.0,-2.0,40.56666666666667,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,2020-06-23 18:40:02
THORAIPAKK,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,13.816666666666666,18.45,24.983333333333334,-2.0,-2.0,-2.0,-2.0,34.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,2020-06-23 18:46:33
MOOTAIKARA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
KARAPAKKAM,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.633333333333334,11.166666666666666,-2.0,-2.0,-2.0,-2.0,20.233333333333334,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,2020-06-23 19:00:22
SHOZHINGAN,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.533333333333333,-2.0,-2.0,-2.0,-2.0,15.6,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,2020-06-23 19:05:00
KUMARAN NA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,9.066666666666666,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,2020-06-23 19:11:32
NUCLEUS CO,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
PERUMBAKKA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
CHEMMANCHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
NAVALUR   ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
CHURCH    ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,2020-06-23 19:20:36
SIRUCHERI ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
PAL. CHEMI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
HINDUSTAN ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
KELAMBAKKA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
CHENGAMMAL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
KALAVAKKAM,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
THIRUPPORU,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,20052019,SAIDAPET  ,SAIDAPET  ,SIRUCHERI ,UP,19B-W-PM-MDE,19B,MDE,MP01271L,I2731,3,2020-06-23 18:19:31,0.809386574,
T.NAGAR,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
SAIDAPET  ,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
GUINDY    ,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
CONCORDE  ,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
JN.OF R.C ,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
GURUNANAK ,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
VELACHERY ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
TARAMANI  ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
ANNA UNIVE,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
WPTC      ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
SRP TOOLS ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
KANDANCHAV,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
THORAIPAKK,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
MOOTAIKARA,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
KARAPAKKAM,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,2020-06-23 16:11:03
SHOZHINGAN,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,2020-06-23 16:07:57
KUMARAN NA,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
NUCLEUS CO,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
PERUMBAKKA,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
CHEMMANCHE,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,10.816666666666666,7.716666666666667,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,2020-06-23 16:00:14
NAVALUR   ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,15.733333333333333,12.633333333333333,-2.0,-2.0,-2.0,4.916666666666667,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,2020-06-23 15:55:19
CHURCH    ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
SIRUCHERI ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,23.333333333333332,20.233333333333334,-2.0,-2.0,-2.0,12.516666666666667,7.6,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,2020-06-23 15:47:43
PAL. CHEMI,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
HINDUSTAN ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
KELAMBAKKA,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,SIRUCHERI ,SAIDAPET  ,DOWN,19B-I-AS-MDE,19B,MDE,MP01276L,I2416,8,2020-06-23 15:33:00,0.6930555559999999,
